,year,state_code,dist_code,court_no,total_judge_count,median_tenure,mean_tenure,weighted_mean_tenure,avg_daily_judge_count
1645,2017,10,8,21,1,1668.0,1668.0,1668.0,1.0
1646,2018,10,8,21,1,1668.0,1668.0,1668.0,1.0
1647,2012,10,9,3,1,965.0,965.0,965.0,0.6986301369863014
1648,2013,10,9,3,2,686.0,686.0,770.6964285714286,1.5342465753424657
1649,2014,10,9,3,4,408.0,481.0,664.9063360881543,1.989041095890411
1650,2015,10,9,3,4,517.0,566.75,620.2520661157025,1.989041095890411
1651,2016,10,9,3,3,1090.0,1140.3333333333333,1070.7128205128206,2.671232876712329
1652,2017,10,9,3,6,857.5,788.0,1187.6984417965168,2.989041095890411
1653,2018,10,9,3,5,1090.0,1002.4,1312.3135283363804,2.9972602739726026
1654,2013,10,9,5,1,525.0,525.0,525.0,0.4904109589041096
1655,2014,10,9,5,2,334.0,334.0,505.0604395604396,0.9972602739726028
1656,2015,10,9,5,2,620.0,620.0,774.6318681318681,0.9972602739726026
1657,2016,10,9,5,2,913.0,913.0,949.5582922824302,1.6684931506849314
1658,2017,10,9,5,2,913.0,913.0,913.0,2.0
1659,2018,10,9,5,5,967.0,753.8,941.522099447514,1.9835616438356163
1660,2013,10,9,8,1,560.0,560.0,560.0,0.6657534246575343
1661,2014,10,9,8,3,143.0,244.0,495.92857142857144,0.9972602739726028
1662,2015,10,9,8,2,251.5,251.5,286.26795580110496,0.9917808219178081
1663,2016,10,9,8,3,360.0,688.6666666666666,1068.2739726027396,1.0
1664,2017,10,9,8,1,1668.0,1668.0,1668.0,1.0
1665,2018,10,9,8,1,1668.0,1668.0,1668.0,1.0
1666,2017,10,9,11,2,146.5,146.5,266.2806324110672,0.6931506849315068
1667,2018,10,9,11,4,180.0,334.0,681.2939560439562,0.9972602739726026
1668,2010,10,10,2,1,2180.0,2180.0,2180.0,1.0
1669,2011,10,10,2,1,2180.0,2180.0,2180.0,1.0
1670,2012,10,10,2,2,1625.5,1625.5,1980.6292134831463,1.2191780821917808
1671,2013,10,10,2,5,711.0,1001.2,1250.6495495495499,3.0410958904109586
1672,2014,10,10,2,8,522.0,696.25,995.3890410958904,5.0
1673,2015,10,10,2,16,489.5,548.4375,662.6873065015479,6.1945205479452055
1674,2016,10,10,2,12,353.5,479.8333333333333,718.4537707711972,6.4301369863013695
1675,2017,10,10,2,9,595.0,615.3333333333334,903.1580202742994,4.594520547945205
1676,2018,10,10,2,12,82.5,486.5833333333333,1045.1752808988763,3.6575342465753424
1677,2013,10,10,4,3,800.0,635.6666666666666,635.4197761194029,1.4684931506849317
1678,2014,10,10,4,4,549.5,500.0,670.0106157112527,2.580821917808219
1679,2015,10,10,4,3,800.0,610.6666666666666,707.1717495987159,1.706849315068493
1680,2016,10,10,4,3,370.0,440.0,483.7072368421052,1.6657534246575343
1681,2017,10,10,4,3,506.0,534.0,593.9280774550484,1.9808219178082194
1682,2018,10,10,4,10,616.0,501.2,742.4794851166532,3.4054794520547946
1683,2013,10,10,6,2,299.5,299.5,299.4092409240924,0.8301369863013699
1684,2014,10,10,6,2,299.5,299.5,304.7380952380952,0.8054794520547945
1685,2015,10,10,6,2,482.0,482.0,569.4645892351275,0.9671232876712328
1686,2016,10,10,6,2,482.0,482.0,606.7731958762887,1.3287671232876712
1687,2017,10,10,6,3,360.0,402.6666666666667,394.6639004149377,1.3205479452054796
1688,2018,10,10,6,4,664.5,577.5,840.515650741351,1.663013698630137
1689,2013,10,10,10,1,1233.0,1233.0,1233.0,0.04657534246575343
1690,2014,10,10,10,1,1233.0,1233.0,1233.0,1.0
1691,2015,10,10,10,1,1233.0,1233.0,1233.0,1.0
1692,2016,10,10,10,1,1233.0,1233.0,1233.0,1.0
1693,2017,10,10,10,2,814.0,814.0,670.475138121547,0.9917808219178083
1694,2018,10,10,10,3,395.0,446.3333333333333,530.4038461538462,0.9972602739726028
1695,2013,10,10,11,1,268.0,268.0,268.0,0.04657534246575343
1696,2014,10,10,11,2,318.0,318.0,299.129476584022,0.9945205479452055
1697,2015,10,10,11,2,521.5,521.5,459.5911602209945,0.9917808219178083
1698,2016,10,10,11,1,675.0,675.0,675.0,1.0
1699,2017,10,10,11,2,599.0,599.0,606.7465564738292,0.9945205479452055
1700,2018,10,10,11,2,629.5,629.5,525.9258241758242,0.9972602739726026
1701,2014,10,10,16,1,769.0,769.0,769.0,0.16986301369863013
1702,2015,10,10,16,1,769.0,769.0,769.0,1.0
1703,2016,10,10,16,2,464.5,464.5,730.5192307692308,0.9972602739726028
1704,2017,10,10,16,2,373.5,373.5,427.0220385674931,0.9945205479452055
1705,2018,10,10,16,2,661.0,661.0,588.6308539944904,0.9945205479452054
1706,2015,10,10,17,1,359.0,359.0,359.00000000000006,0.7561643835616438
1707,2016,10,10,17,2,421.5,421.5,455.9178082191781,1.0
1708,2017,10,10,17,2,400.0,400.0,408.3076923076923,0.9972602739726026
1709,2018,10,10,17,2,597.0,597.0,593.2281879194632,0.8164383561643835
1710,2012,10,11,4,1,1298.0,1298.0,1298.0,0.2191780821917808
1711,2013,10,11,4,1,1298.0,1298.0,1298.0,1.0
1712,2014,10,11,4,2,1425.0,1425.0,1399.516447368421,1.6657534246575343
1713,2015,10,11,4,2,1425.0,1425.0,1425.0,2.0
1714,2016,10,11,4,3,1552.0,1517.3333333333333,1559.0906593406592,1.9945205479452055
1715,2017,10,11,4,3,1552.0,1485.6666666666667,1572.7968936678615,2.293150684931507
1716,2018,10,11,4,4,1377.5,1334.75,1392.9835315645014,2.9945205479452053
1717,2010,10,11,6,1,2450.0,2450.0,2450.0,1.0
1718,2011,10,11,6,1,2450.0,2450.0,2450.0,1.0
1719,2012,10,11,6,1,2450.0,2450.0,2450.0,1.0
1720,2013,10,11,6,2,1473.5,1473.5,1593.6846153846154,1.7808219178082192
1721,2014,10,11,6,3,497.0,1114.6666666666667,1470.0431754874653,1.9671232876712328
1722,2015,10,11,6,3,601.0,1149.3333333333333,1462.7828492392807,1.9808219178082191
1723,2016,10,11,6,3,1794.0,1615.0,1224.5775034293554,1.9972602739726026
1724,2017,10,11,6,4,422.0,687.25,1071.259002770083,1.978082191780822
1725,2018,10,11,6,3,966.0,1001.0,1256.8016528925618,1.989041095890411
1726,2010,10,11,7,1,2170.0,2170.0,2170.0,1.0
1727,2011,10,11,7,1,2170.0,2170.0,2170.0,1.0
1728,2012,10,11,7,1,2170.0,2170.0,2170.0,1.0
1729,2013,10,11,7,1,2170.0,2170.0,2170.0,1.0
1730,2014,10,11,7,2,1465.5,1465.5,1466.4663923182443,1.9972602739726026
1731,2015,10,11,7,4,562.0,842.25,651.6227709190672,1.9972602739726026
1732,2016,10,11,7,4,671.5,616.75,617.2980769230769,1.9945205479452055
1733,2017,10,11,7,3,726.0,840.0,733.7969821673527,1.9972602739726026
1734,2018,10,11,7,3,976.0,959.6666666666666,1036.6808803301237,1.9917808219178084
1735,2010,10,11,10,1,2380.0,2380.0,2380.0,1.0
1736,2011,10,11,10,1,2380.0,2380.0,2380.0,1.0
1737,2012,10,11,10,1,2380.0,2380.0,2380.0,1.0
1738,2013,10,11,10,1,2380.0,2380.0,2380.0,1.0
1739,2014,10,11,10,2,1800.0,1800.0,1800.79561042524,1.9972602739726026
1740,2015,10,11,10,3,1220.0,1275.0,1489.3259972489684,1.9917808219178081
1741,2016,10,11,10,3,648.0,697.6666666666666,864.7626886145405,1.9972602739726026
1742,2017,10,11,10,3,1220.0,1067.0,969.3126721763085,1.989041095890411
1743,2018,10,11,10,3,648.0,785.0,869.1195054945055,1.9945205479452055
1744,2010,10,11,11,1,1843.0,1843.0,1843.0,1.0
1745,2011,10,11,11,1,1843.0,1843.0,1843.0,1.0
1746,2012,10,11,11,1,1843.0,1843.0,1843.0,1.0
1747,2013,10,11,11,1,1843.0,1843.0,1843.0,1.0
1748,2014,10,11,11,2,1188.0,1188.0,996.4433962264148,1.1616438356164385
1749,2015,10,11,11,2,335.5,335.5,418.74380165289256,0.9945205479452055
1750,2016,10,11,11,2,966.0,966.0,1648.8164383561643,1.0
1751,2017,10,11,11,1,1794.0,1794.0,1794.0,1.0
1752,2018,10,11,11,1,1794.0,1794.0,1794.0,1.0
1753,2010,10,11,12,1,2249.0,2249.0,2249.0,1.0
1754,2011,10,11,12,1,2249.0,2249.0,2249.0,1.0
1755,2012,10,11,12,1,2249.0,2249.0,2249.0,1.0
1756,2013,10,11,12,1,2249.0,2249.0,2249.0,1.0
1757,2014,10,11,12,1,2249.0,2249.0,2249.0,1.0
1758,2015,10,11,12,2,1237.0,1237.0,1667.5193370165748,0.9917808219178081
1759,2016,10,11,12,2,300.5,300.5,326.08264462809916,0.9945205479452055
1760,2017,10,11,12,2,852.0,852.0,982.7692307692307,0.9972602739726029
1761,2018,10,11,12,1,1328.0,1328.0,1328.0,1.0
1762,2013,10,11,15,1,303.0,303.0,303.0,0.5013698630136987
1763,2014,10,11,15,2,335.0,335.0,345.9613259668508,0.9917808219178083
1764,2015,10,11,15,3,226.0,242.66666666666666,239.97237569060775,0.9917808219178081
1765,2016,10,11,15,2,965.0,965.0,1212.6868131868132,0.9972602739726029
1766,2017,10,11,15,1,1704.0,1704.0,1704.0,1.0
1767,2018,10,11,15,1,1704.0,1704.0,1704.0,1.0
1768,2013,10,12,9,3,83.0,165.33333333333334,289.64084507042253,0.7780821917808219
1769,2014,10,12,9,3,398.0,270.6666666666667,384.3901098901099,0.9972602739726026
1770,2015,10,12,9,2,292.5,292.5,337.38121546961327,0.9917808219178081
1771,2016,10,12,9,3,187.0,230.33333333333334,356.7307692307693,0.9972602739726028
1772,2017,10,12,9,2,367.0,367.0,388.32782369146,0.9945205479452055
1773,2018,10,12,9,2,619.0,619.0,726.6923076923077,0.9972602739726028
1774,2012,10,12,16,1,644.0,644.0,644.0,0.6986301369863014
1775,2013,10,12,16,1,644.0,644.0,644.0,1.0
1776,2014,10,12,16,3,644.0,568.3333333333334,720.5710306406686,0.9835616438356165
1777,2015,10,12,16,1,968.0,968.0,968.0,1.0
1778,2016,10,12,16,2,489.0,489.0,954.8406593406595,0.9972602739726026
1779,2017,10,12,16,3,222.0,162.66666666666666,243.70165745856357,0.9917808219178081
1780,2018,10,12,16,4,216.0,297.25,251.88450704225357,0.9726027397260273
1781,2012,10,12,18,1,532.0,532.0,532.0,0.6986301369863014
1782,2013,10,12,18,2,369.5,369.5,454.10743801652893,0.9945205479452055
1783,2014,10,12,18,2,287.5,287.5,315.2203856749311,0.9945205479452055
1784,2015,10,12,18,3,368.0,486.3333333333333,842.3553719008264,0.9945205479452055
1785,2016,10,12,18,1,1090.0,1090.0,1090.0,1.0
1786,2017,10,12,18,1,1090.0,1090.0,1090.0,1.0
1787,2018,10,12,18,3,969.0,688.3333333333334,992.7493112947659,0.9945205479452055
1788,2012,10,12,21,1,434.0,434.0,434.0,0.6904109589041096
1789,2013,10,12,21,3,434.0,612.3333333333334,876.7217630853995,0.9945205479452055
1790,2014,10,12,21,1,1393.0,1393.0,1393.0,1.0
1791,2015,10,12,21,1,1393.0,1393.0,1393.0,1.0
1792,2016,10,12,21,1,1393.0,1393.0,1393.0,1.0
1793,2017,10,12,21,2,874.0,874.0,713.5292479108634,0.9835616438356165
1794,2018,10,12,21,3,355.0,443.3333333333333,751.7988980716253,0.9945205479452055
1795,2016,10,12,24,1,1729.0,1729.0,1729.0,0.7342465753424657
1796,2017,10,12,24,1,1729.0,1729.0,1729.0,1.0
1797,2018,10,12,24,1,1729.0,1729.0,1729.0,1.0
1798,2016,10,12,26,1,758.0,758.0,757.9999999999999,0.7342465753424657
1799,2017,10,12,26,1,758.0,758.0,758.0,1.0
1800,2018,10,12,26,2,864.5,864.5,898.4395604395604,0.9972602739726026
1801,2012,10,14,5,1,1106.0,1106.0,1106.0,0.6904109589041096
1802,2013,10,14,5,1,1106.0,1106.0,1106.0,1.0
1803,2014,10,14,5,1,1106.0,1106.0,1106.0,1.0
1804,2015,10,14,5,1,1106.0,1106.0,1106.0,0.336986301369863
1805,2016,10,14,5,1,435.0,435.0,435.0,0.8493150684931506
1806,2017,10,14,5,2,395.0,395.0,382.63231197771586,0.9835616438356165
1807,2018,10,14,5,3,972.0,767.6666666666666,852.2595041322315,1.6575342465753424
1808,2015,10,14,8,1,959.0,959.0,959.0,0.21095890410958903
1809,2016,10,14,8,1,959.0,959.0,959.0,1.0
1810,2017,10,14,8,1,959.0,959.0,959.0,1.0
1811,2018,10,14,8,2,952.0,952.0,950.7692307692307,0.9972602739726028
1812,2018,10,14,11,1,841.0,841.0,841.0,0.3013698630136986
1813,2013,10,15,3,1,947.0,947.0,947.0,0.8958904109589041
1814,2014,10,15,3,1,947.0,947.0,947.0,1.0
1815,2015,10,15,3,1,947.0,947.0,947.0,0.6958904109589041
1816,2016,10,15,3,1,1743.0,1743.0,1743.0,0.7726027397260274
1817,2017,10,15,3,1,1743.0,1743.0,1743.0,1.0
1818,2018,10,15,3,1,1743.0,1743.0,1743.0,1.0
1819,2012,10,15,4,1,350.0,350.0,350.0,0.7671232876712328
1820,2013,10,15,4,2,565.0,565.0,698.489010989011,0.9972602739726028
1821,2014,10,15,4,1,780.0,780.0,780.0,1.0
1822,2015,10,15,4,1,780.0,780.0,780.0,0.32602739726027397
1823,2018,10,15,4,2,487.0,487.0,385.7654320987654,0.6657534246575343
1824,2012,10,15,7,1,1092.0,1092.0,1092.0,0.7561643835616438
1825,2013,10,15,7,1,1092.0,1092.0,1092.0,1.0
1826,2014,10,15,7,1,1092.0,1092.0,1092.0,1.0
1827,2015,10,15,7,3,1051.0,769.6666666666666,651.4874651810586,0.9835616438356164
1828,2016,10,15,7,1,1051.0,1051.0,1051.0,1.0
1829,2017,10,15,7,1,1051.0,1051.0,1051.0,1.0
1830,2018,10,15,7,3,853.0,644.6666666666666,900.0743801652892,0.9945205479452055
1831,2018,10,15,10,1,973.0,973.0,973.0,0.663013698630137
1832,2010,10,15,12,1,1492.0,1492.0,1492.0,0.7397260273972602
1833,2011,10,15,12,1,1492.0,1492.0,1492.0,1.0
1834,2012,10,15,12,1,1492.0,1492.0,1492.0,1.0
1835,2013,10,15,12,1,1492.0,1492.0,1492.0,1.0
1836,2014,10,15,12,2,883.5,883.5,826.1775362318841,0.7561643835616438
1837,2015,10,15,12,2,242.5,242.5,245.2202643171806,0.6219178082191781
1838,2016,10,15,12,1,210.0,210.0,210.0,0.2876712328767123
1839,2015,10,15,14,1,225.0,225.0,225.0,0.28493150684931506
1840,2016,10,15,14,1,225.0,225.0,225.00000000000003,0.3287671232876712
1841,2017,10,15,14,1,1330.0,1330.0,1330.0,0.6410958904109589
1842,2018,10,15,14,1,1330.0,1330.0,1330.0,1.0
1843,2015,10,15,15,1,596.0,596.0,596.0,0.2876712328767123
1844,2016,10,15,15,1,596.0,596.0,596.0,1.0
1845,2017,10,15,15,2,966.0,966.0,1083.912087912088,0.9972602739726026
1846,2018,10,15,15,1,1336.0,1336.0,1336.0,1.0
1847,2010,10,15,19,1,1957.0,1957.0,1957.0000000000002,0.663013698630137
1848,2011,10,15,19,1,1957.0,1957.0,1957.0,1.0
1849,2012,10,15,19,1,1957.0,1957.0,1957.0,1.0
1850,2013,10,15,19,1,1957.0,1957.0,1957.0,1.0
1851,2014,10,15,19,1,1957.0,1957.0,1957.0,1.0
1852,2015,10,15,19,2,1456.5,1456.5,1657.5318559556788,0.989041095890411
1853,2016,10,15,19,1,956.0,956.0,956.0,1.0
1854,2017,10,15,19,1,956.0,956.0,956.0,1.0
1855,2018,10,15,19,3,845.0,632.0,665.3876923076923,0.8904109589041096
1856,2010,10,15,22,1,2476.0,2476.0,2476.0,1.0
1857,2011,10,15,22,1,2476.0,2476.0,2476.0,1.0
1858,2012,10,15,22,1,2476.0,2476.0,2476.0,1.0
1859,2013,10,15,22,1,2476.0,2476.0,2476.0,1.0
1860,2014,10,15,22,1,2476.0,2476.0,2476.0,1.0
1861,2015,10,15,22,1,2476.0,2476.0,2476.0,1.0
1862,2016,10,15,22,1,2476.0,2476.0,2476.0,0.3287671232876712
1863,2010,10,16,1,1,928.0,928.0,928.0,1.0
1864,2011,10,16,1,2,936.0,936.0,935.2835820895522,1.8356164383561644
1865,2012,10,16,1,5,944.0,882.8,1063.5705445544556,2.213698630136986
1866,2013,10,16,1,3,1241.0,1160.3333333333333,1180.4121756487025,2.745205479452055
1867,2014,10,16,1,3,1241.0,1013.3333333333334,1214.8662420382166,2.1506849315068495
1868,2015,10,16,1,6,1240.0,1194.1666666666667,1081.3946153846152,3.561643835616439
1869,2016,10,16,1,8,1267.5,1214.125,1287.3204500978475,5.6
1870,2017,10,16,1,8,1268.0,1156.5,1398.6770356816103,5.989041095890411
1871,2018,10,16,1,7,1297.0,1400.0,1475.255270394134,5.978082191780822
1872,2010,10,16,2,1,1092.0,1092.0,1092.0,0.6575342465753424
1873,2011,10,16,2,1,1092.0,1092.0,1092.0,1.0
1874,2012,10,16,2,1,1092.0,1092.0,1092.0,1.0
1875,2013,10,16,2,2,792.0,792.0,690.3471074380165,0.9945205479452055
1876,2014,10,16,2,3,2556.0,1868.0,2031.5409836065573,2.673972602739726
1877,2015,10,16,2,3,2556.0,1948.0,2103.2873326467557,2.66027397260274
1878,2016,10,16,2,4,2130.5,1887.25,1903.7191934279313,3.6684931506849314
1879,2017,10,16,2,5,1705.0,1775.6,1989.4146005509642,3.978082191780822
1880,2018,10,16,2,4,2130.5,2036.5,2036.5,4.0
1881,2012,10,17,1,1,2999.0,2999.0,2999.0,0.21095890410958903
1882,2013,10,17,1,1,2999.0,2999.0,2999.0,1.0
1883,2014,10,17,1,4,277.5,889.5,1573.498059508409,2.117808219178082
1884,2015,10,17,1,5,394.0,944.6,1493.3122406639004,2.6410958904109587
1885,2016,10,17,1,7,763.0,1053.142857142857,1431.4793592113367,4.446575342465754
1886,2017,10,17,1,6,926.5,1230.5,1367.625587467363,5.2465753424657535
1887,2018,10,17,1,13,850.0,816.2307692307693,1331.5214027849404,5.312328767123288
1888,2012,10,17,3,1,1106.0,1106.0,1106.0,0.6904109589041096
1889,2013,10,17,3,2,685.0,685.0,1001.0023980815347,1.1424657534246576
1890,2014,10,17,3,3,942.0,770.6666666666666,827.7170329670329,1.9945205479452055
1891,2015,10,17,3,3,1091.0,1046.3333333333333,1018.8296703296703,1.9945205479452055
1892,2016,10,17,3,3,942.0,872.6666666666666,964.5120481927711,2.2739726027397262
1893,2017,10,17,3,5,585.0,622.4,753.0481231953801,2.8465753424657536
1894,2018,10,17,3,6,718.0,664.3333333333334,776.7467455621301,2.3150684931506853
1895,2013,10,17,4,2,1143.0,1143.0,1098.6122448979593,1.2082191780821918
1896,2014,10,17,4,2,1143.0,1143.0,1143.0,2.0
1897,2015,10,17,4,3,882.0,837.0,1050.0907840440166,1.9917808219178081
1898,2016,10,17,4,4,1069.0,1016.75,1165.699279093718,2.66027397260274
1899,2017,10,17,4,5,1329.0,1035.6,1255.6416819012798,2.9972602739726026
1900,2018,10,17,4,4,1149.0,1184.0,1307.7923147301008,2.9945205479452053
1901,2010,10,17,8,1,2249.0,2249.0,2249.0,1.0
1902,2011,10,17,8,1,2249.0,2249.0,2249.0,1.0
1903,2012,10,17,8,1,2249.0,2249.0,2249.0,1.0
1904,2013,10,17,8,1,2249.0,2249.0,2249.0,1.0
1905,2014,10,17,8,1,2249.0,2249.0,2249.0,1.0
1906,2015,10,17,8,3,1003.0,1122.3333333333333,1448.750972762646,1.4082191780821918
1907,2016,10,17,8,2,559.0,559.0,979.3199999999998,1.0273972602739727
1908,2017,10,17,8,1,1003.0,1003.0,1003.0,1.0
1909,2018,10,17,8,4,970.5,737.0,970.5099667774085,1.6493150684931508
1910,2013,10,17,12,1,264.0,264.0,264.0,0.14246575342465753
1911,2014,10,17,12,2,255.0,255.0,256.49171270718233,0.9917808219178081
1912,2015,10,17,12,2,275.0,275.0,287.8698224852072,0.9260273972602739
1913,2016,10,17,12,2,403.5,403.5,468.5689149560117,0.9342465753424658
1914,2017,10,17,12,2,426.0,426.0,449.23668639053255,0.9260273972602739
1915,2018,10,17,12,3,349.0,403.3333333333333,504.2805555555555,0.9863013698630136
1916,2013,10,17,13,1,507.0,507.0,507.0,0.38904109589041097
1917,2014,10,17,13,1,507.0,507.0,507.0,1.0
1918,2015,10,17,13,1,959.0,959.0,958.9999999999999,0.2958904109589041
1919,2016,10,17,13,1,959.0,959.0,959.0,1.0
1920,2017,10,17,13,1,959.0,959.0,959.0,1.0
1921,2018,10,17,13,5,110.0,386.4,630.1828254847646,0.9890410958904109
1922,2014,10,18,5,1,598.0,598.0,598.0,0.30684931506849317
1923,2015,10,18,5,1,598.0,598.0,598.0,1.0
1924,2016,10,18,5,4,381.5,575.25,333.93922651933696,0.9917808219178083
1925,2017,10,18,5,1,1473.0,1473.0,1473.0,1.0
1926,2018,10,18,5,1,1473.0,1473.0,1473.0,1.0
1927,2011,10,18,17,1,720.0,720.0,720.0,0.44931506849315067
1928,2012,10,18,17,1,720.0,720.0,720.0,1.0
1929,2013,10,18,17,2,759.0,759.0,757.388429752066,0.9945205479452055
1930,2014,10,18,17,1,798.0,798.0,798.0,1.0
1931,2015,10,18,17,2,511.5,511.5,633.3812154696133,0.9917808219178081
1932,2016,10,18,17,2,296.5,296.5,320.85714285714283,0.9972602739726028
1933,2017,10,18,17,2,366.0,366.0,365.3405994550409,1.0054794520547945
1934,2018,10,18,17,2,669.5,669.5,774.6997245179062,0.9945205479452055
1935,2010,10,18,20,1,1556.0,1556.0,1556.0,0.6575342465753424
1936,2011,10,18,20,1,1556.0,1556.0,1556.0,1.0
1937,2012,10,18,20,1,1556.0,1556.0,1556.0,1.0
1938,2013,10,18,20,1,1556.0,1556.0,1556.0,1.0
1939,2014,10,18,20,2,978.5,978.5,1101.6786703601106,0.989041095890411
1940,2015,10,18,20,2,678.0,678.0,560.1602209944751,0.9917808219178081
1941,2016,10,18,20,1,955.0,955.0,955.0,1.0
1942,2017,10,18,20,1,955.0,955.0,955.0,1.0
1943,2018,10,18,20,2,965.0,965.0,968.4435261707989,0.9945205479452055
1944,2010,10,18,23,1,1982.0,1982.0,1982.0,1.0
1945,2011,10,18,23,1,1982.0,1982.0,1982.0,1.0
1946,2012,10,18,23,1,1982.0,1982.0,1982.0,1.0
1947,2013,10,18,23,1,1982.0,1982.0,1982.0,1.0
1948,2014,10,18,23,1,1982.0,1982.0,1982.0,0.6164383561643836
1949,2015,10,18,23,2,181.5,181.5,175.38842975206614,0.6630136986301369
1950,2016,10,18,23,2,965.0,965.0,1217.087912087912,0.9972602739726028
1951,2017,10,18,23,1,1705.0,1705.0,1705.0,1.0
1952,2018,10,18,23,1,1705.0,1705.0,1705.0,1.0
1953,2013,10,19,2,1,400.0,400.0,400.0,0.5150684931506849
1954,2014,10,19,2,2,399.0,399.0,399.20571428571424,0.958904109589041
1955,2015,10,19,2,2,292.5,292.5,337.38121546961327,0.9917808219178081
1956,2016,10,19,2,3,187.0,643.3333333333334,1183.8653846153848,0.9972602739726028
1957,2017,10,19,2,1,1704.0,1704.0,1704.0,1.0
1958,2018,10,19,2,1,1704.0,1704.0,1704.0,1.0
1959,2013,10,19,5,1,546.0,546.0,546.0,0.6657534246575343
1960,2014,10,19,5,2,365.5,365.5,486.1657458563536,0.9917808219178083
1961,2015,10,19,5,2,457.5,457.5,543.8292011019284,0.9945205479452055
1962,2016,10,19,5,1,730.0,730.0,730.0,1.0
1963,2017,10,19,5,2,518.0,518.0,450.8374655647383,0.9945205479452055
1964,2018,10,19,5,2,667.0,667.0,896.7272727272726,0.9945205479452055
1965,2017,10,19,9,1,1339.0,1339.0,1339.0,0.6657534246575343
1966,2018,10,19,9,1,1339.0,1339.0,1339.0,1.0
1967,2011,10,20,1,1,2344.0,2344.0,2344.0,0.5452054794520548
1968,2012,10,20,1,2,2045.5,2045.5,2157.367231638418,1.4547945205479453
1969,2013,10,20,1,5,1747.0,1714.6,1788.6204595997035,3.695890410958904
1970,2014,10,20,1,6,1599.5,1612.3333333333333,1617.5221402214022,5.93972602739726
1971,2015,10,20,1,6,1599.5,1612.3333333333333,1612.3333333333333,6.0
1972,2016,10,20,1,9,1452.0,1264.7777777777778,1682.9776561787507,6.008219178082191
1973,2017,10,20,1,14,1117.0,1020.9285714285714,1337.732083333333,6.575342465753425
1974,2018,10,20,1,11,973.0,1033.8181818181818,1143.4845430107528,8.153424657534247
1975,2011,10,20,7,1,2495.0,2495.0,2495.0,0.5013698630136987
1976,2012,10,20,7,1,2495.0,2495.0,2495.0,1.0
1977,2013,10,20,7,1,2495.0,2495.0,2495.0,1.0
1978,2014,10,20,7,1,2495.0,2495.0,2495.0,1.0
1979,2015,10,20,7,1,2495.0,2495.0,2495.0,1.0
1980,2016,10,20,7,1,2495.0,2495.0,2495.0,1.0
1981,2017,10,20,7,1,2495.0,2495.0,2495.0,1.0
1982,2018,10,20,7,2,1735.0,1735.0,1473.2920110192838,0.9945205479452055
1983,2010,10,20,12,1,2557.0,2557.0,2557.0,0.6575342465753424
1984,2011,10,20,12,1,2557.0,2557.0,2557.0,1.0
1985,2012,10,20,12,1,2557.0,2557.0,2557.0,1.0
1986,2013,10,20,12,1,2557.0,2557.0,2557.0,1.0
1987,2014,10,20,12,1,2557.0,2557.0,2557.0,1.0
1988,2015,10,20,12,1,2557.0,2557.0,2557.0,1.0
1989,2016,10,20,12,1,2557.0,2557.0,2557.0,1.0
1990,2017,10,20,12,2,1424.5,1424.5,1240.8513513513515,0.810958904109589
1991,2018,10,20,12,2,633.0,633.0,749.8066298342542,0.9917808219178083
1992,2017,10,20,16,1,1.0,1.0,1.0,0.0027397260273972603
1993,2013,10,21,3,1,545.0,545.0,545.0,0.9123287671232877
1994,2014,10,21,3,4,417.0,348.0,460.3667136812412,1.9424657534246577
1995,2015,10,21,3,4,406.5,373.0,386.88,1.9863013698630136
1996,2016,10,21,3,5,372.0,539.2,723.7892561983472,1.989041095890411
1997,2017,10,21,3,3,372.0,797.3333333333334,1014.7884615384615,1.9945205479452055
1998,2018,10,21,3,4,660.5,748.5,1206.3878954607978,1.9917808219178084
1999,2010,10,21,5,1,1865.0,1865.0,1865.0,0.7780821917808219
2000,2011,10,21,5,1,1865.0,1865.0,1865.0,1.0
2001,2012,10,21,5,1,1865.0,1865.0,1865.0,1.0
2002,2013,10,21,5,1,1865.0,1865.0,1865.0,1.0
2003,2014,10,21,5,1,1865.0,1865.0,1865.0,1.0
2004,2015,10,21,5,2,1100.0,1100.0,836.5702479338843,0.9945205479452055
2005,2016,10,21,5,2,1035.0,1035.0,1388.8461538461538,0.9972602739726028
2006,2017,10,21,5,1,1735.0,1735.0,1735.0,1.0
2007,2018,10,21,5,1,1735.0,1735.0,1735.0,1.0
2008,2014,10,21,9,1,484.0,484.0,484.0,0.9972602739726028
2009,2015,10,21,9,3,484.0,405.3333333333333,388.1883656509696,0.9890410958904109
2010,2016,10,21,9,1,598.0,598.0,598.0,1.0
2011,2017,10,21,9,1,598.0,598.0,598.0,0.336986301369863
2012,2018,10,21,9,1,4.0,4.0,4.0,0.010958904109589041
